model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,year
yearly_cross_section_2020,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.01116441868520249,0.0023398453861867043,-4.771434365326754,1.3123597398918926e-05,-0.015849878251122794,-0.006478959119282189,60,0,0.25369885653021684,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2020.0
yearly_cross_section_2021,rd2_countries,Imports,product,gini,product_gini,log_population,-0.004192485551111493,0.0026104936925771885,-1.6060125190237469,0.11379762274710595,-0.00941990900219435,0.0010349378999713627,60,0,0.2730784104822408,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2021.0
yearly_cross_section_2021,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011478969839659932,0.0021774651204149614,-5.271712383375571,2.161677303701123e-06,-0.015839268532101825,-0.007118671147218039,60,0,0.2730784104822408,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2021.0
yearly_cross_section_2022,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0030957311349410366,0.002184324854904639,-1.4172485049510581,0.16195016310960997,-0.007471459627477479,0.0012799973575954053,59,0,0.3130897221563935,ok,59,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=56",2022.0
yearly_cross_section_2022,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011858913094455243,0.0020763240023855857,-5.7114944877726135,4.4575477061738323e-07,-0.016018289881555233,-0.007699536307355251,59,0,0.3130897221563935,ok,59,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=56",2022.0
yearly_cross_section_2023,rd2_countries,Imports,product,gini,product_gini,log_population,-0.00321007975531657,0.0022185482455147343,-1.4469280809224803,0.15359277400281163,-0.007656149793215661,0.001235990282582521,58,0,0.27058266929635677,ok,58,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=55",2023.0
yearly_cross_section_2023,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011050067609385119,0.00218460294552456,-5.058158340408084,5.0327159333809e-06,-0.015428109745921716,-0.006672025472848522,58,0,0.27058266929635677,ok,58,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=55",2023.0
yearly_cross_section_2024,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0038495555717833604,0.0025043951360552057,-1.5371198882964539,0.1302130683433535,-0.008872736086619638,0.0011736249430529177,56,0,0.28579584970609884,ok,56,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=53",2024.0
yearly_cross_section_2024,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.011758326296468257,0.0022229819081706647,-5.289438592932326,2.377959835898596e-06,-0.01621706335644564,-0.0072995892364908724,56,0,0.28579584970609884,ok,56,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=53",2024.0
yearly_cross_section_1988,rd2_countries,Imports,partner,gini,partner_gini,log_population,,,,,,,0,0,,insufficient_year_countries,8,0,,none,none,,,1988.0
yearly_cross_section_1988,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,,,,,,,0,0,,insufficient_year_countries,8,0,,none,none,,,1988.0
yearly_cross_section_1989,rd2_countries,Imports,partner,gini,partner_gini,log_population,0.004755554697363378,0.006624968685516928,0.7178229699046971,0.4866065640389875,-0.009679012070759292,0.01919012146548605,15,0,0.5270929388507387,ok,15,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=12",1989.0
yearly_cross_section_1989,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.024747616763209645,0.009181054303810145,2.6955092459195416,0.019470439450677935,0.004743817856231562,0.04475141567018773,15,0,0.5270929388507387,ok,15,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=12",1989.0
yearly_cross_section_1990,rd2_countries,Imports,partner,gini,partner_gini,log_population,0.00455738068394543,0.005520823442572204,0.8254893008898874,0.4239839998265942,-0.007369633239242746,0.016484394607133607,16,0,0.3136202851672779,ok,16,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=13",1990.0
yearly_cross_section_1990,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.020806006337298892,0.009433632032035483,2.2055138748940166,0.046028898138115885,0.00042588337870282447,0.04118612929589496,16,0,0.3136202851672779,ok,16,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=13",1990.0
yearly_cross_section_1991,rd2_countries,Imports,partner,gini,partner_gini,log_population,0.0012619407498499818,0.004068453609409078,0.31017700359947625,0.7604300308488183,-0.007362795616371173,0.009886677116071137,19,0,0.15982055802789352,ok,19,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=16",1991.0
yearly_cross_section_1991,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.010876768815603467,0.006029100898876931,1.8040449144962118,0.09008262061990463,-0.0019043541294639019,0.023657891760670836,19,0,0.15982055802789352,ok,19,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=16",1991.0
yearly_cross_section_1992,rd2_countries,Imports,partner,gini,partner_gini,log_population,0.0005403326784467053,0.003575826763908943,0.15110706254014286,0.8811541967319922,-0.006839811036215943,0.007920476393109353,27,0,0.0692068649130424,ok,27,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=24",1992.0
yearly_cross_section_1992,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.0060163091197524225,0.00461422760231321,1.3038605024026815,0.20464935682745383,-0.0035069885916861245,0.01553960683119097,27,0,0.0692068649130424,ok,27,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=24",1992.0
yearly_cross_section_1993,rd2_countries,Imports,partner,gini,partner_gini,log_population,0.0013955337849622872,0.0035767696978246037,0.3901659605903765,0.6994749824396238,-0.005943391431456196,0.00873445900138077,30,0,0.06892353801567286,ok,30,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=27",1993.0
yearly_cross_section_1993,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.006958799524782692,0.004480594492301432,1.5530973706143945,0.13204428482836894,-0.002234620986494869,0.016152220036060254,30,0,0.06892353801567286,ok,30,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=27",1993.0
yearly_cross_section_1994,rd2_countries,Imports,partner,gini,partner_gini,log_population,-0.0016182508201269892,0.0029938049378029344,-0.5405331522081649,0.5920686838705974,-0.007684275820882627,0.004447774180628647,40,0,0.19850755573243184,ok,40,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=37",1994.0
yearly_cross_section_1994,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.008492753488455197,0.003444387644674652,2.4656787692250015,0.01843570311967153,0.0015137612030648312,0.015471745773845563,40,0,0.19850755573243184,ok,40,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=37",1994.0
